id	length
LOC103310955	564
LOC103310956	837
LOC103310957	570
LOC103310959	813
LOC103310960	552
LOC103310962	1233
LOC103310963	381
LOC103310965	4635
LOC103310966	804
LOC103310967	639
LOC103310968	627
LOC103310971	1401
LOC103310972	1281
LOC103310974	435
LOC103310976	609
LOC103310977	738
LOC103310980	438
LOC103310981	1029
LOC103310983	579
LOC103310984	465
LOC103310985	858
LOC103310986	930
LOC103310987	600
LOC103310988	819
LOC103310989	2121
LOC103310990	600
LOC103310992	1056
LOC103310993	714
LOC103310995	897
LOC103310996	357
LOC103310998	690
LOC103310999	528
LOC103311000	627
LOC103311001	669
LOC103311002	1191
LOC103311003	423
LOC103311004	549
LOC103311005	1623
LOC103311006	885
LOC103311007	474
LOC103311008	1449
LOC103311013	681
LOC103311014	1593
LOC103311016	1518
LOC103311018	405
LOC103311020	453
LOC103311023	750
LOC103311024	1215
LOC103311025	1350
LOC103311026	606
LOC103311027	969
LOC103311028	1659
LOC103311029	606
LOC103311030	624
LOC103311031	486
LOC103311032	648
LOC103311035	903
LOC103311041	636
LOC103311044	489
LOC103311045	555
LOC103311046	690
LOC103311047	492
LOC103311050	750
LOC103311051	792
LOC103311053	588
LOC103311055	627
LOC103311056	342
LOC103311057	1152
LOC103311062	510
LOC103311063	768
LOC103311064	834
LOC103311067	939
LOC103311072	513
LOC103311073	1074
LOC103311077	507
LOC103311081	657
LOC103311082	1434
LOC103311083	555
LOC103311085	375
LOC103311086	759
LOC103311087	783
LOC103311088	960
LOC103311089	618
LOC103311090	1650
LOC103311096	549
LOC103311099	606
LOC103311102	1113
LOC103311103	834
LOC103311104	807
LOC103311106	363
LOC103311108	585
LOC103311109	786
LOC103311110	783
LOC103311111	1011
LOC103311112	1329
LOC103311115	630
LOC103311116	732
LOC103311118	576
LOC103311119	810
LOC103311120	1203
LOC103311123	759
LOC103311124	744
LOC103311125	993
LOC103311126	750
LOC103311127	1014
LOC103311128	924
LOC103311132	732
LOC103311133	1140
LOC103311134	630
LOC103311135	537
LOC103311136	756
LOC103311138	606
LOC103311139	606
LOC103311141	1194
LOC103311142	894
LOC103311145	453
LOC103311146	810
LOC103311148	1770
LOC103311149	783
LOC103311150	531
LOC103311152	906
LOC103311154	828
LOC103311155	912
LOC103311156	714
LOC103311157	693
LOC103311163	1281
LOC103311164	768
LOC103311165	381
LOC103311166	741
LOC103311167	675
LOC103311168	894
LOC103311169	549
LOC103311171	417
LOC103311172	585
LOC103311173	855
LOC103311174	453
LOC103311176	693
LOC103311177	510
LOC103311178	351
LOC103311179	3042
LOC103311181	648
LOC103311182	435
LOC103311185	546
LOC103311186	567
LOC103311187	372
LOC103311189	1146
LOC103311190	963
LOC103311191	579
LOC103311192	693
LOC103311193	456
LOC103311194	399
LOC103311195	399
LOC103311196	1065
LOC103311197	516
LOC103311199	1053
LOC103311200	600
LOC103311202	810
LOC103311204	822
LOC103311206	549
LOC103311207	1254
LOC103311208	1179
LOC103311210	528
LOC103311211	705
LOC103311212	759
LOC103311213	1263
LOC103311214	852
LOC103311215	666
LOC103311217	1395
LOC103311218	981
LOC103311219	399
LOC103311220	780
LOC103311221	894
LOC103311222	489
LOC103311224	408
LOC103311226	804
LOC103311229	288
LOC103311230	540
LOC103311231	315
LOC103311232	510
LOC103311234	1569
LOC103311236	387
LOC103311237	603
LOC103311239	936
LOC103311240	597
LOC103311246	606
LOC103311247	627
LOC103311250	831
LOC103311251	828
LOC103311255	438
LOC103311256	669
LOC103311257	1014
LOC103311259	402
LOC103311261	1134
LOC103311262	1767
LOC103311263	1029
LOC103311265	453
LOC103311266	897
LOC103311268	534
LOC103311269	405
LOC103311270	1047
LOC103311272	513
LOC103311274	525
LOC103311276	624
LOC103311278	720
LOC103311279	345
LOC103311280	624
LOC103311281	996
LOC103311282	570
LOC103311283	1503
LOC103311285	2025
LOC103311286	1539
LOC103311287	705
LOC103311289	417
LOC103311290	996
LOC103311291	447
LOC103311292	1059
LOC103311293	618
LOC103311295	447
LOC103311296	1239
LOC103311297	1284
LOC103311299	576
LOC103311301	369
LOC103311305	675
LOC103311306	891
LOC103311307	537
LOC103311311	594
LOC103311312	807
LOC103311313	885
LOC103311314	861
LOC103311317	465
LOC103311318	918
LOC103311319	966
LOC103311321	732
LOC103311322	1062
LOC103311323	354
LOC103311324	474
LOC103311325	597
LOC103311327	1620
LOC103311328	510
LOC103311331	828
LOC103311332	531
LOC103311336	1242
LOC103311338	939
LOC103311342	786
LOC103311343	801
LOC103311346	4527
LOC103311347	321
LOC103311348	669
LOC103311350	732
LOC103311351	375
LOC103311353	588
LOC103311354	828
LOC103311358	375
LOC103311361	1782
LOC103311362	567
LOC103311363	732
LOC103311364	423
LOC103311366	678
LOC103311367	495
LOC103311369	801
LOC103311370	1197
LOC103311371	666
LOC103311372	894
LOC103311373	957
LOC103311374	351
LOC103311377	1632
LOC103311380	1479
LOC103311381	1014
LOC103311382	1311
LOC103311383	987
LOC103311384	519
LOC103311385	945
LOC103311386	591
LOC103311388	366
LOC103311389	501
LOC103311390	309
LOC103311391	876
LOC103311394	651
LOC103311397	456
LOC103311399	1821
LOC103311400	606
LOC103311401	555
LOC103311405	921
LOC103311407	1377
LOC103311408	969
LOC103311411	780
LOC103311412	504
LOC103311414	528
LOC103311416	471
LOC103311417	852
LOC103311418	462
LOC103311419	522
LOC103311422	462
LOC103311423	702
LOC103311424	957
LOC103311425	564
LOC103311426	585
LOC103311427	741
LOC103311428	513
LOC103311431	1245
LOC103311432	876
LOC103311433	543
LOC103311434	813
LOC103311435	582
LOC103311436	825
LOC103311438	981
LOC103311439	477
LOC103311440	375
LOC103311441	936
LOC103311442	423
LOC103311443	546
LOC103311445	693
LOC103311446	522
LOC103311447	909
LOC103311450	813
LOC103311451	564
LOC103311452	549
LOC103311453	2226
LOC103311454	1740
LOC103311456	945
LOC103311457	372
LOC103311458	891
LOC103311463	465
LOC103311464	351
LOC103311466	1242
LOC103311469	846
LOC103311470	744
LOC103311474	576
LOC103311476	939
LOC103311477	1395
LOC103311478	504
LOC103311479	441
LOC103311480	423
LOC103311483	570
LOC103311484	579
LOC103311485	924
LOC103311487	738
LOC103311488	1134
LOC103311489	663
LOC103311490	762
LOC103311491	354
LOC103311492	1569
LOC103311493	483
LOC103311494	1890
LOC103311495	471
LOC103311496	693
LOC103311497	1095
LOC103311498	1692
LOC103311499	372
LOC103311505	471
LOC103311506	396
LOC103311507	1062
LOC103311508	519
LOC103311513	1626
LOC103311514	1068
LOC103311516	354
LOC103311517	1197
LOC103311519	429
LOC103311520	1617
LOC103311522	339
LOC103311523	870
LOC103311524	837
LOC103311525	600
LOC103311527	591
LOC103311528	405
LOC103311530	1605
LOC103311531	552
LOC103311532	573
LOC103311533	195
LOC103311534	318
LOC103311536	444
LOC103311537	450
LOC103311540	576
LOC103311543	1449
LOC103311545	1056
LOC103311551	801
LOC103311552	705
LOC103311554	2763
LOC103311555	1758
LOC103311557	606
LOC103311559	951
LOC103311561	351
LOC103311563	324
LOC103311564	387
LOC103311565	1983
LOC103311567	681
LOC103311568	882
LOC103311569	537
LOC103311570	747
LOC103311571	1143
LOC103311572	459
LOC103311573	618
LOC103311574	777
LOC103311575	753
LOC103311576	633
LOC103311577	597
LOC103311578	648
LOC103311579	348
LOC103311580	780
LOC103311581	564
LOC103311582	528
LOC103311584	651
LOC103311588	564
LOC103311589	417
LOC103311590	1716
LOC103311591	660
LOC103311593	357
LOC103311595	981
LOC103311596	432
LOC103311597	864
LOC103311598	1068
LOC103311599	312
LOC103311600	936
LOC103311601	711
LOC103311602	873
LOC103311605	387
LOC103311606	558
LOC103311608	918
LOC103311609	1269
LOC103311611	405
LOC103311612	816
LOC103311613	438
LOC103311614	366
LOC103311617	420
LOC103311618	339
LOC103311619	855
LOC103311621	837
LOC103311622	792
LOC103311624	1077
LOC103311625	879
LOC103311627	270
LOC103311628	921
LOC103311629	858
LOC103311631	417
LOC103311632	1026
LOC103311636	330
LOC103311637	705
LOC103311638	864
LOC103311640	537
LOC103311641	738
LOC103311642	351
LOC103311644	441
LOC103311645	837
LOC103311648	384
LOC103311649	810
LOC103311651	1182
LOC103311652	414
LOC103311654	1071
LOC103311655	519
LOC103311657	603
LOC103311658	972
LOC103311659	924
LOC103311660	969
LOC103311661	267
LOC103311662	1167
LOC103311663	399
LOC103311664	441
LOC103311666	1344
LOC103311668	2151
LOC103311671	459
LOC103311672	816
LOC103311673	366
LOC103311674	1830
LOC103311676	576
LOC103311677	363
LOC103311678	1767
LOC103311679	993
LOC103311680	990
LOC103311681	390
LOC103311683	450
LOC103311685	900
LOC103311687	603
LOC103311689	351
LOC103311690	603
LOC103311691	1314
LOC103311693	517.714285714286
LOC103311694	435
LOC103311695	1263
LOC103311696	1215
LOC103311697	951
LOC103311698	1059
LOC103311699	786
LOC103311701	705
LOC103311702	768
LOC103311703	993
LOC103311704	552
LOC103311706	903
LOC103311707	489
LOC103311708	957
LOC103311710	756
LOC103311713	567
LOC103311715	510
LOC103311716	735
LOC103311717	594
LOC103311720	1959
LOC103311721	303
LOC103311722	340.5
LOC103311723	408
LOC103311725	3024
LOC103311726	234
LOC103311727	999
LOC103311728	318
LOC103311729	459
LOC103311731	453
LOC103311733	402
LOC103311734	567
LOC103311737	1311
LOC103311740	318
LOC103311741	363
LOC103311742	372
LOC103311743	831
LOC103311744	312
LOC103311745	540
LOC103311746	583.5
LOC103311747	1020
LOC103311749	1032
LOC103311750	603
LOC103311751	903
LOC103311752	600
LOC103311753	1086
LOC103311755	306
LOC103311757	456
LOC103311758	351
LOC103311760	567
LOC103311761	804
LOC103311763	1788
LOC103311764	402
LOC103311766	1116
LOC103311767	426
LOC103311768	567
LOC103311769	609
LOC103311770	720
LOC103311772	342
LOC103311773	531
LOC103311774	351
LOC103311775	1989
LOC103311776	549
LOC103311777	480
LOC103311778	450
LOC103311779	354
LOC103311780	564
LOC103311781	1044
LOC103311782	1146
LOC103311783	192
LOC103311785	726
LOC103311790	303
LOC103311791	1560
LOC103311793	711
LOC103311796	444
LOC103311797	534
LOC103311798	993
LOC103311799	492
LOC103311800	351
LOC103311801	276
LOC103311802	1686
LOC103311803	564
LOC103311804	2538
LOC103311807	642
LOC103311808	525
LOC103311809	324
LOC103311811	363
LOC103311812	828
LOC103311813	1566
LOC103311814	423
LOC103311815	2097
LOC103311817	897
LOC103311819	507
LOC103311820	711
LOC103311822	1302
LOC103311823	501
LOC103311824	633
LOC103311825	681
LOC103311826	2343
LOC103311827	1059
LOC103311829	813
LOC103311830	1551.75
LOC103311831	1932
LOC103311834	1242
LOC103311835	1059
LOC103311837	990
LOC103311838	387
LOC103311839	1038
LOC103311840	1254
LOC103311841	675
LOC103311842	1620
LOC103311843	909
LOC103311844	5052
LOC103311845	2064
LOC103311846	1764
LOC103311847	2517
LOC103311848	1356
LOC103311850	627
LOC103311851	1374
LOC103311853	1998
LOC103311860	1564
LOC103311861	762
LOC103311862	399
LOC103311865	3147
LOC103311866	525
LOC103311867	444
LOC103311871	303
LOC103311874	1530
LOC103311875	771
LOC103311876	651
LOC103311877	873
LOC103311878	561
LOC103311879	1323
LOC103311881	1119
LOC103311882	1671
LOC103311883	4248
LOC103311884	834
LOC103311886	1158
LOC103311887	963
LOC103311888	1260
LOC103311889	513
LOC103311890	2436
LOC103311892	1257
LOC103311893	1911
LOC103311894	615
LOC103311895	1077
LOC103311896	1083
LOC103311897	1122
LOC103311898	345
LOC103311899	393
LOC103311900	459
LOC103311903	783
LOC103311904	789
LOC103311905	327
LOC103311907	405
LOC103311908	822
LOC103311909	1386
LOC103311912	1056
LOC103311913	1665
LOC103311914	1338
LOC103311916	768
LOC103311917	753
LOC103311918	1254
LOC103311919	759
LOC103311920	1407
LOC103311922	963
LOC103311923	972
LOC103311924	612
LOC103311925	1770
LOC103311928	1143
LOC103311929	2931
LOC103311930	1524
LOC103311931	2730
LOC103311932	1599
LOC103311933	609
LOC103311934	420
LOC103311935	939
LOC103311936	1458
LOC103311937	867
LOC103311938	738
LOC103311940	786
LOC103311943	312
LOC103311944	636
LOC103311946	582
LOC103311947	1557
LOC103311951	480
LOC103311952	798
LOC103311953	5049
LOC103311955	531
LOC103311957	828
LOC103311958	1101
LOC103311964	1191
LOC103311966	2865
LOC103311968	1032
LOC103311969	2478
LOC103311970	1197
LOC103311971	528
LOC103311972	663
LOC103311974	795
LOC103311976	597
LOC103311978	420
LOC103311979	2271
LOC103311980	2373
LOC103311981	1335
LOC103311983	2136
LOC103311984	354
LOC103311985	1521
LOC103311988	1593
LOC103311990	360
LOC103311991	4044
LOC103311992	1962
LOC103311995	1188
LOC103311996	396
LOC103311997	4689
LOC103311999	1146
LOC103312001	5208
LOC103312002	1611
LOC103312004	2459
LOC103312005	1911
LOC103312009	351
LOC103312010	2523
LOC103312011	4125
LOC103312012	888
LOC103312014	762
LOC103312015	540
LOC103312016	573
LOC103312017	882
LOC103312019	351
LOC103312020	465
LOC103312021	1050
LOC103312022	1827
LOC103312023	438
LOC103312024	2688
LOC103312025	687
LOC103312026	429
LOC103312027	537
LOC103312028	1647
LOC103312029	1975.8
LOC103312030	1632
LOC103312031	1329
LOC103312032	1179
LOC103312033	1257
LOC103312034	2253
LOC103312035	2280
LOC103312036	1122
LOC103312038	1623
LOC103312039	762
LOC103312040	507
LOC107882134	1989
LOC107882135	1480
LOC107882136	1140
LOC107882138	1485
LOC107882139	1995
LOC107882140	1254
LOC107882141	2209.5
LOC107882142	1485
LOC107882143	1122
LOC107882144	501
LOC107882145	897
LOC107882146	855
LOC107882147	1317
LOC107882148	11497.5
LOC107882149	1003.5
LOC107882150	528
LOC107882151	508.2
LOC107882152	4164
LOC107882154	354
LOC107882155	12027
LOC107882156	1387.5
LOC107882157	2175
LOC107882158	1875
LOC107882160	1432.5
LOC107882164	1818
LOC107882165	979.5
LOC107882166	468
LOC107882167	1323
LOC107882169	465
LOC107882171	1872
LOC107882172	2004
LOC107882173	1080
LOC107882176	240
LOC107882177	2760
LOC107882180	717
LOC107882181	294
LOC107882182	1608
LOC107882185	333
LOC107882186	738
LOC107882187	681
LOC107882189	1665
LOC107882191	459
LOC107882196	1575
LOC107882197	1932
LOC107882198	3357
LOC107882199	942
LOC107882200	468
LOC107882203	450
LOC107882206	930
LOC107882207	286.5
LOC107882208	1359
LOC107882209	2412
LOC107882211	483
LOC107882212	312
LOC107882214	1302
LOC107882215	538
LOC107882217	2142
LOC107882219	354
LOC107882220	1023
LOC107882222	402
LOC107882228	492
LOC107882230	1305
LOC107882231	1723.5
LOC107882232	1116
LOC107882236	306
LOC107882240	1377
LOC107882241	886.5
LOC107882242	1545
LOC107882244	1200
LOC107882245	483
LOC107882246	408
LOC107882247	717
LOC107882251	363
LOC107882253	474
LOC107882255	2805
LOC107882256	444
LOC107882257	393
LOC107882258	2376
LOC107882259	675
LOC107882261	969
LOC107882262	465
LOC107882264	570
LOC107882267	471
LOC107882268	471
LOC107882269	420
LOC107882272	1095
LOC107882273	1011
LOC107882276	315
LOC107882277	510
LOC107882280	612
LOC107882283	630
LOC107882289	753
LOC107882292	507
LOC107882293	372
LOC107882297	468
LOC107882302	1305
LOC107882303	762
LOC107882304	528
LOC107882305	456
LOC107882312	483
LOC107882314	1398
LOC107882321	1161
LOC107882322	435
LOC107882325	396
LOC107882326	528
LOC107882328	336
LOC107882333	1377
LOC107882334	498
LOC107882335	864
LOC107882336	666
LOC107882337	1296
LOC107882340	738
LOC107882341	393
LOC107882342	687
LOC107882343	1233
LOC107882345	1326
LOC107882347	474
LOC107882348	2073
LOC107882349	1833
LOC107882351	810
LOC107882352	1263
LOC107882353	498
LOC107882354	1800
LOC107882355	381
LOC107882358	303
LOC107882359	354
LOC107882360	831
LOC107882361	831
LOC107882363	1251
LOC107882364	411
LOC107882378	414
LOC107882380	849
LOC107882381	849
LOC107882385	334
LOC107882388	1005
LOC107882391	2241
LOC107882393	285
LOC107882394	520.5
LOC107882398	618
LOC107882400	867
LOC107882403	918
LOC107882404	474
LOC107882406	943.5
LOC107882410	660
LOC107882411	303
LOC107882412	534
LOC107882416	1206
LOC107882417	594
LOC107882419	189
LOC107882421	645
LOC107882424	849
LOC107882425	471
LOC107882427	861
LOC107882429	657
LOC107882430	858
LOC107882431	315
LOC107882432	351
LOC107882433	852
LOC107882436	404
LOC107882438	483
LOC107882439	1899
LOC107882440	411
LOC107882442	1344
LOC107882443	381
LOC107882444	459
LOC107882449	525
LOC107882452	387
LOC107882453	630
LOC107882454	339
LOC107882457	327
LOC107882458	804
LOC107882463	540
LOC107882464	570
LOC107882465	975
LOC107882473	447
LOC107882474	429
LOC107882479	699
LOC107882480	492
LOC107882482	516
LOC107882485	3027
LOC107882487	1251
LOC107882496	750
LOC107882504	1263
LOC107882505	507
LOC107882506	801
LOC107882507	552
LOC107882509	579
LOC107882510	408
LOC107882512	315
LOC107882513	654
LOC107882517	484.285714285714
LOC107882524	387
LOC107882525	453
LOC107882537	1056
LOC107882540	1053
LOC107882542	603
LOC107882543	265.5
LOC107882545	891
LOC107882549	384
LOC107882551	945
LOC107882552	321
LOC107882553	348
LOC107882555	522
LOC107882559	312
LOC107882561	435
LOC107882563	612
LOC107882564	618
LOC107882565	753
LOC107882568	642
LOC107882570	246
LOC107882572	477
LOC107882573	375
LOC107882574	444
LOC107882576	2313
LOC107882579	687
LOC107882588	1029
LOC107882589	558
LOC107882592	555
LOC107882599	756
LOC107882600	535.5
LOC107882602	291
LOC107882603	387
LOC107882605	351
LOC107882607	369
LOC107882608	1068
LOC107882609	1374
LOC107882611	384
LOC107882612	678
LOC107882614	735
LOC107882617	342
LOC107882620	756
LOC107882621	1554
LOC107882623	696
LOC107882629	582
LOC107882630	1140
LOC107882633	1245
LOC107882634	330
LOC107882638	1203
LOC107882640	552
LOC107882641	1251
LOC107882642	1191
LOC107882643	735
LOC107882648	558
LOC107882650	522
LOC107882658	393
LOC107882664	390
LOC107882665	483
LOC107882666	594
LOC107882669	544.5
LOC107882671	940.5
LOC107882675	939
LOC107882679	459
LOC107882680	735
LOC107882682	1509
LOC107882688	2812.5
LOC107882695	462
LOC107882696	666
LOC107882698	339
LOC107882699	1956
LOC107882700	2280
LOC107882702	1689
LOC107882703	1146
LOC107882706	702
LOC107882709	402
LOC107882710	354
LOC107882711	1185
LOC107882712	324
LOC107882713	2358
LOC107882714	513
LOC107882715	337.5
LOC107882716	384
LOC107882721	345
LOC107882722	474
LOC107882727	546
LOC107882731	1242
LOC107882733	546
LOC107882734	483
LOC107882735	3504
LOC107882740	1431
LOC107882742	1113
LOC107882746	1635
LOC107882750	915
LOC107882751	870
LOC107882752	330
LOC107882754	3402
LOC107882757	491
LOC107882759	388.5
LOC107882761	402
LOC107882766	582
LOC107882767	1110
LOC107882770	186
LOC107882772	621
LOC107882774	684
LOC107882775	2790
LOC107882776	408
LOC107882777	693
LOC107882780	324
LOC107882782	714
LOC107882783	354
LOC107882786	2418
LOC107882788	1638
LOC107882789	795
LOC107882791	306
LOC107882794	990
LOC107882795	336
LOC107882798	291
LOC107882801	909
LOC107882805	2283
LOC107882806	396
LOC107882807	435
LOC107882808	714
LOC107882809	435
LOC107882810	354
LOC107882811	693
LOC107882814	711
LOC107882815	477
LOC107882816	471
LOC107882818	741
LOC107882821	2373
LOC107882823	1047
LOC107882824	831
LOC107882826	381
LOC107882827	717
LOC107882828	384
LOC107882829	357
LOC107882832	312
LOC107882833	1053
LOC107882834	907
LOC107882835	807
LOC107882837	528
LOC107882838	1755
LOC107882839	1356
LOC107882843	381
LOC107882846	474
LOC107882848	435
LOC107882849	1233
LOC107882852	447
LOC107882854	440
LOC107882855	450
LOC107882859	1869
LOC107882863	357
LOC107882864	1284
LOC107882865	390
LOC107882866	366
LOC107882867	1428
LOC107882870	1791
LOC107882874	438
LOC107882875	1227
LOC107882876	261
LOC107882879	1683
LOC107882882	1086
LOC107882883	549
LOC107882890	447
LOC107882892	351
LOC107882893	924
LOC107882894	1138
LOC107882895	531
LOC107882896	387
LOC107882901	2553
LOC107882902	546
LOC107882904	918
LOC107882905	375
LOC107882910	360
LOC107882917	1065
LOC107882918	402
LOC107882919	639
LOC107882921	483
LOC107882922	1617
LOC107882929	600
LOC107882930	1359
LOC107882931	382
LOC107882933	1194
LOC107882937	699
LOC107882938	783
LOC107882941	354
LOC107882945	1245
LOC107882951	288
LOC107882952	1305
LOC107882956	357
LOC107882958	1095
LOC107882959	801
LOC107882960	759
LOC107882963	540
LOC107882968	2046
LOC107882970	3324
LOC107882971	504
LOC107882973	597
LOC107882977	600
LOC107882982	477
LOC107882983	738
LOC107882985	2163
LOC107882986	795
LOC107882987	1447.5
LOC107882988	369
LOC107882991	1395
LOC107882994	567
LOC107882996	2335.5
LOC107882997	1056
LOC107882998	303
LOC107882999	303
LOC107883000	1593
LOC107883002	693
LOC107883004	927
LOC107883010	1593
LOC107883011	729
LOC107883012	525
LOC107883013	660
LOC107883016	600
LOC107883019	528
LOC107883024	324
LOC107883026	1260
LOC107883027	1149
LOC107883031	345
LOC107883036	330
LOC107883037	789
LOC107883040	483
LOC107883042	840
LOC107883043	921
LOC107883044	651
LOC107883045	337.5
LOC107883046	1299
LOC107883048	336
LOC107883051	405
LOC107883052	1065
LOC107883055	477
LOC107883057	405
LOC107883058	375
LOC107883059	453
LOC107883061	2751
LOC107883062	1569
LOC107883063	426
LOC107883066	465
LOC107883070	1215
LOC107883078	984
LOC107883079	1278
LOC107883080	882
LOC107883081	493.5
LOC107883082	579
LOC107883083	1266
LOC107883086	1170
LOC107883087	663
LOC107883088	540
LOC107883091	873
LOC107883092	717
LOC107883094	834
LOC107883098	720
LOC107883100	1206
LOC107883107	1191
LOC107883110	321
LOC107883111	1854
LOC107883115	1237.5
LOC107883120	675
LOC107883121	531
LOC107883123	807
LOC107883125	597
LOC107883134	435
LOC107883135	1242
LOC107883138	468
LOC107883139	1332
LOC107883140	918
LOC107883144	2382
LOC107883145	1584
LOC107883147	684
LOC107883148	327
LOC107883150	375
LOC107883151	870
LOC107883152	543
LOC107883156	366
LOC107883157	639
LOC107883159	726
LOC107883167	1800
LOC107883168	309
LOC107883169	399
LOC107883171	609
LOC107883173	303
LOC107883174	591
LOC107883175	480
LOC107883176	1494
LOC107883177	912
LOC107883179	460.5
LOC107883180	381
LOC107883181	1755
LOC107883183	510
LOC107883186	1749
LOC107883188	840
LOC107883189	663
LOC107883192	2286
LOC107883193	366
LOC107883195	456
LOC107883198	1515
LOC107883199	447
LOC107883204	423
LOC107883205	273
LOC107883207	1623
LOC107883213	597
LOC107883214	330
LOC107883216	1356
LOC107883220	864
LOC107883222	426
LOC107883223	663
LOC107883224	303
LOC107883225	618
LOC107883227	303
LOC107883228	615
LOC107883230	1500
LOC107883237	609
LOC107883252	393
LOC107883253	1113
LOC107883254	771
LOC107883258	342
LOC107883259	708
LOC107883263	447
LOC107883264	1401
LOC107883265	690
LOC107883267	465
LOC107883277	690
LOC107883281	414
LOC107883282	861
LOC107883286	578
LOC107883288	1164
LOC107883289	516
LOC107883293	303
LOC107883295	885
LOC107883296	276
LOC107883300	438
LOC107883302	495
LOC107883303	354
LOC107883306	1344
LOC107883307	558
LOC107883309	423
LOC107883311	474
LOC107883313	567
LOC107883315	357
LOC107883317	348
LOC107883319	585
LOC107883320	1233
LOC107883321	489
LOC107883323	1050
LOC107883324	1026
LOC107883325	342
LOC107883328	1611
LOC107883334	339
LOC107883337	510
LOC107883342	3672
LOC107883344	1827
LOC107883347	861
LOC107883357	1197
LOC107883358	324
LOC107883361	390
LOC107883364	1335
LOC107883368	471
LOC107883370	522
LOC107883372	495
LOC107883377	609
LOC107883380	1344
LOC107883389	1680
LOC107883390	309
LOC107883391	453
LOC107883392	468
LOC107883393	1587
LOC107883396	450
LOC107883405	765
LOC107883408	573
LOC107883414	750
LOC107883417	648
LOC107883421	855
LOC107883425	636
LOC107883427	549
LOC107883431	306
LOC107883433	849
LOC107883435	330
LOC107883436	813
LOC107883442	663
LOC107883447	972
LOC107883449	618
LOC107883454	739.5
LOC107883460	594
LOC107883463	327
LOC107883464	450
LOC107883465	396
LOC107883473	303
LOC107883478	684
LOC107883479	933
LOC107883482	609
LOC107883484	915
LOC107883485	363
LOC107883486	318
LOC107883488	783
LOC107883489	1092
LOC107883490	909
LOC107883495	240
LOC107883497	246
LOC107883498	684
LOC107883501	333
LOC107883503	513
LOC107883508	1203
LOC107883514	540
LOC107883515	657
LOC107883520	774
LOC107883523	771
LOC107883525	627
LOC107883536	607
LOC107883556	741
LOC107883560	519
LOC107883561	864
LOC107883562	507
LOC107883565	738
LOC107883566	1008
LOC107883568	2169
LOC107883569	1146
LOC107883570	993
LOC107883572	768
LOC107883574	423
LOC107883579	1818
LOC107883581	741
LOC107883586	324
LOC107883587	438
LOC107883594	687
LOC107883599	873
LOC107883600	384
LOC107883604	1503
LOC107883605	774
LOC107883607	534
LOC107883608	1041
LOC107883611	1470
LOC107883612	576
LOC107883614	1095
LOC107883615	1125
LOC107883618	375
LOC107883619	423
LOC107883620	2478
LOC107883621	2337
LOC107883626	942
LOC107883630	1182
LOC107883632	672
LOC107883633	207
LOC107883636	1101
LOC107883639	405
LOC107883640	954
LOC107883641	606
LOC107883647	942
LOC107883652	1041
LOC107883654	840
LOC107883655	1008
LOC107883657	1095
LOC107883658	381
LOC107883661	684
LOC107883663	1194
LOC107883664	684
LOC107883665	549
LOC107883667	312
LOC107883669	1287
LOC107883670	1902
LOC107883671	1491
LOC107883673	339
LOC107883674	765
LOC107883675	1170
LOC107883676	1026
LOC107883677	930
LOC107883678	654
LOC107883680	2346
LOC107883681	1299
LOC107883682	2643
LOC107883686	426
LOC107883687	657
LOC107883688	453
LOC107883689	1014
LOC107883691	327
LOC107883695	936
LOC107883696	339
LOC107883699	375
LOC107883701	2706
LOC107883707	1743
LOC107883712	771
LOC107883713	501
LOC107883715	696
LOC107883716	954
LOC107883717	1242
LOC107883720	489
LOC107883724	567
LOC107883725	447
LOC107883726	1053
LOC107883728	333
LOC107883737	567
LOC107883738	1431
LOC107883740	1086
LOC107883741	1890
LOC107883743	570
LOC107883745	1941
LOC107883748	627
LOC107883749	2100
LOC107883753	2439
LOC107883754	1158
LOC107883761	1026
LOC107883762	726
LOC107883764	1107
LOC107883765	600
LOC107883767	192
LOC107883768	744
LOC107883770	372
LOC107883771	453
LOC107883773	618
LOC107883775	522
LOC107883776	864
LOC107883778	342
LOC107883779	714
LOC107883794	420
LOC107883795	867
LOC107883796	328.5
LOC107883797	1113
LOC107883798	945
LOC107883801	1401
LOC107883802	282
LOC107883803	1956
LOC107883804	852
LOC107883806	204
LOC107883809	612
LOC107883814	441
LOC107883821	609
LOC107883822	624
LOC107883829	303
LOC107883830	1608
LOC107883835	1275
LOC107883838	405
LOC107883841	303
LOC107883844	936
LOC107883845	519
LOC107883846	711
LOC107883847	3138
LOC107883849	1533
LOC107883850	315
LOC107883852	438
LOC107883859	1095
LOC107883872	339
LOC107883874	522
LOC107883875	720
LOC107883885	309
LOC107883886	834
LOC107883888	2742
LOC107883889	669
LOC107883890	678
LOC107883894	573
LOC107883900	987
LOC107883901	483
LOC107883902	843
LOC107883906	465
LOC107883907	582
LOC107883909	411
LOC107883910	396
LOC107883912	540
LOC107883917	825
LOC107883924	327
LOC107883927	744
LOC107883931	306
LOC107883932	445.5
LOC107883935	1110
LOC107883937	306
LOC107883940	408
LOC107883941	1269
LOC107883942	1926
LOC107883943	318
LOC107883945	1020
LOC107883948	283
LOC107883949	402
LOC107883951	864
LOC107883953	342
LOC107883955	507
LOC107883964	1227
LOC107883965	711
LOC107883966	2325
LOC107883967	1128
LOC107883973	552
LOC107883975	486
LOC107883977	636
LOC107883980	273
LOC107883983	942
LOC107883984	426
LOC107883985	537
